   3.9695192010   -0.6362927520    1.9560311832
   5.3039768548    1.2489525833    0.1373778353
   4.6374551691    2.0013000404    0.1373778353
   3.9695192010   -0.6362927520   -1.6812755126
   2.2171826862   -0.5019982735    2.2391040986
   1.6921826862    0.4073284004    1.9577574466
   2.2171826862   -0.5019982735   -1.9608959014
   2.0903493349   -1.8219931049    2.3318619686
   3.1403493349   -1.8219931049    2.0505153166
   2.6153493349   -2.7313197789    2.0505153166
   3.1403493349   -1.8219931049   -1.5867913793
   2.6153493349   -2.7313197789   -1.5867913793
   2.0903493349   -1.8219931049   -1.8681380314
   0.8509953262   -2.2459347256    2.3066862550
  -0.1990046738   -2.2459347256    2.0253396030
   0.3259953262   -3.1552613996    2.0253396030
   1.3759953262   -3.1552613996    2.0253396030
   0.5921739691   -4.0460768047    1.2566862550
   1.6064912304   -3.9002399993    1.2566862550
   0.1063250634   -4.2094688352    0.2066862550
   1.1041223548   -4.3306233612    0.2066862550
   2.0439312944   -3.9742008440    0.2066862550
   0.5921739691   -4.0460768047   -0.8433137450
   1.6064912304   -3.9002399993   -0.8433137450
   0.3259953262   -3.1552613996   -1.6119670929
   1.3759953262   -3.1552613996   -1.6119670929
   0.8509953262   -2.2459347256   -1.8933137450
   0.1286390386   -1.1164525924    2.1891004207
  -0.3963609614   -0.2071259185    1.9077537687
  -0.3963609614   -2.0257792664    1.9077537687
   1.1786390386   -1.1164525924   -1.7295529272
  -0.3963609614   -0.2071259185   -1.7295529272
  -0.3963609614   -2.0257792664   -1.7295529272
   0.1286390386   -1.1164525924   -2.0108995793
   0.9245933110   -0.0184598376    2.1437506456
   1.4495933110    0.8908668363    1.8624039936
  -0.1254066890   -0.0184598376    1.8624039936
  -0.1254066890   -0.0184598376   -1.7749027023
   1.4495933110   -0.9277865116   -1.7749027023
   0.9245933110   -0.0184598376   -2.0562493544
   0.4157072574    1.3150088208    2.0215625507
   1.4657072574    1.3150088208    1.7402158987
  -0.1092927426    2.2243354948    1.7402158987
   1.4657072574    1.3150088208   -1.8970907972
  -0.1092927426    2.2243354948   -1.8970907972
