#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  32
#! SET periodic_phi true
   -3.141592654   14.552052665  -53.419887366
   -2.945243113    5.990555643  -33.424004751
   -2.748893572    1.501092714  -12.921512096
   -2.552544031    0.589522224    2.257550591
   -2.356194490    1.812877895    8.538133170
   -2.159844949    3.352419237    5.816393296
   -1.963495408    3.754220530   -2.090145151
   -1.767145868    2.614709045   -8.748871737
   -1.570796327    0.797457477   -8.243704741
   -1.374446786    0.000000000    1.511926255
   -1.178097245    1.816523799   17.495243543
   -0.981747704    6.882555515   33.444322988
   -0.785398163   14.562595934   43.247590438
   -0.589048623   23.277061753   43.720677836
   -0.392699082   31.148634302   34.904003409
   -0.196349541   36.529575491   18.747399540
    0.000000000   38.244964019   -1.893889586
    0.196349541   35.758660248  -23.232829342
    0.392699082   29.431424563  -40.023120355
    0.589048623   20.772723634  -45.936413821
    0.785398163   12.441534122  -36.281102443
    0.981747704    7.583037852  -11.160938007
    1.178097245    8.676088714   22.761980050
    1.374446786   16.378008539   54.157057001
    1.570796327   29.035976879   71.664201140
    1.767145868   43.186543027   68.884777428
    1.963495408   54.815471307   46.706526303
    2.159844949   60.734946858   12.311462193
    2.356194490   59.539696259  -23.973365203
    2.552544031   51.843488835  -52.521388647
    2.748893572   39.839669949  -67.174897994
    2.945243113   26.479802429  -66.534519530
