#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  56
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  30
#! SET periodic_psi true
   -3.141592654   -3.141592654  100.561130266   48.162826046  -11.471763983
   -3.029392916   -3.141592654  105.444443991   38.094959717  -12.814436167
   -2.917193178   -3.141592654  109.111093908   26.752561336  -13.947988176
   -2.804993441   -3.141592654  111.501752263   15.410742864  -14.903781255
   -2.692793703   -3.141592654  112.663472422    5.081128699  -15.675576793
   -2.580593965   -3.141592654  112.770820017   -3.354953946  -16.329823263
   -2.468394228   -3.141592654  112.057685601   -9.430214648  -16.909577687
   -2.356194490   -3.141592654  110.814375604  -12.915384244  -17.531383367
   -2.243994753   -3.141592654  109.326144253  -14.009276996  -18.278427778
   -2.131795015   -3.141592654  107.816349128  -13.280253642  -19.239832733
   -2.019595277   -3.141592654  106.452651532  -11.434581625  -20.418037081
   -1.907395540   -3.141592654  105.301099088   -9.397101784  -21.810467000
   -1.795195802   -3.141592654  104.340757403   -7.919721965  -23.373261963
   -1.682996064   -3.141592654  103.470910728   -7.633982198  -24.972474756
   -1.570796327   -3.141592654  102.551263252   -8.982782451  -26.485688220
   -1.458596589   -3.141592654  101.367489326  -11.960794563  -27.791393778
   -1.346396852   -3.141592654   99.751755398  -16.513607339  -28.686079341
   -1.234197114   -3.141592654   97.550519233  -22.193063913  -29.114643452
   -1.121997376   -3.141592654   94.689065043  -28.500220521  -28.984526221
   -1.009797639   -3.141592654   91.124513483  -34.604517283  -28.278113288
   -0.897597901   -3.141592654   86.937743324  -39.908890971  -27.042365634
   -0.785398163   -3.141592654   82.232809007  -43.540162402  -25.308223688
   -0.673198426   -3.141592654   77.235952368  -45.071366330  -23.148554662
   -0.560998688   -3.141592654   72.231789559  -44.035524875  -20.669624335
   -0.448798951   -3.141592654   67.483742293  -40.398823862  -17.941238329
   -0.336599213   -3.141592654   63.295660226  -34.090178896  -15.019550910
   -0.224399475   -3.141592654   59.955971379  -25.338005393  -11.974544874
   -0.112199738   -3.141592654   57.699040519  -14.657359995   -8.785096035
    0.000000000   -3.141592654   56.690473443   -2.864520749   -5.570835870
    0.112199738   -3.141592654   57.022593909    9.114892652   -2.342802606
    0.224399475   -3.141592654   58.634722022   20.325645710    0.846251684
    0.336599213   -3.141592654   61.408580464   29.661884745    3.955910829
    0.448798951   -3.141592654   65.096065372   36.076493723    6.891908757
    0.560998688   -3.141592654   69.307435778   38.942754568    9.533853870
    0.673198426   -3.141592654   73.616101516   37.754830981   11.799543749
    0.785398163   -3.141592654   77.569143382   32.466002173   13.587061814
    0.897597901   -3.141592654   80.719520586   23.585048273   14.816464633
    1.009797639   -3.141592654   82.714905853   11.941423718   15.464751954
    1.121997376   -3.141592654   83.312933184   -1.204903459   15.532093423
    1.234197114   -3.141592654   82.431397844  -14.375432945   15.064760643
    1.346396852   -3.141592654   80.149091600  -26.048426389   14.152625339
    1.458596589   -3.141592654   76.714681439  -34.915091521   12.916586102
    1.570796327   -3.141592654   72.504123272  -39.862563677   11.457474883
    1.682996064   -3.141592654   67.995911310  -40.312237837    9.881158634
    1.795195802   -3.141592654   63.668421928  -36.283120544    8.265540483
    1.907395540   -3.141592654   60.043260342  -28.085193075    6.654206369
    2.019595277   -3.141592654   57.540310602  -16.425878582    5.056308028
    2.131795015   -3.141592654   56.488613434   -2.400096918    3.482021280
    2.243994753   -3.141592654   57.048342019   12.647127209    1.882830538
    2.356194490   -3.141592654   59.297842708   27.411977151    0.290104035
    2.468394228   -3.141592654   63.137586358   40.620966848   -1.365708375
    2.580593965   -3.141592654   68.296444314   51.177920041   -3.092680603
    2.692793703   -3.141592654   74.473969343   58.334258307   -4.845231318
    2.804993441   -3.141592654   81.218679229   61.561970023   -6.603026254
    2.917193178   -3.141592654   88.105915673   60.681305780   -8.327703150
    3.029392916   -3.141592654   94.688503970   56.011090679   -9.973274239

   -3.141592654   -2.932153143   96.602716860   46.276521421  -18.244891240
   -3.029392916   -2.932153143  101.309109423   36.898289539  -19.538242731
   -2.917193178   -2.932153143  104.878410195   26.268260858  -20.503565168
   -2.804993441   -2.932153143  107.245885646   15.472858678  -21.164721133
   -2.692793703   -2.932153143  108.441603810    5.534402282  -21.552060175
   -2.580593965   -2.932153143  108.637852215   -2.659896410  -21.766616765
   -2.468394228   -2.932153143  108.012618680   -8.748110308  -21.878523231
   -2.356194490   -2.932153143  106.838023581  -12.502571022  -22.018847596
   -2.243994753   -2.932153143  105.361187176  -14.105958896  -22.285509787
   -2.131795015   -2.932153143  103.802197718  -14.024301962  -22.791949101
   -2.019595277   -2.932153143  102.309733177  -12.913759637  -23.571040908
   -1.907395540   -2.932153143  100.954072363  -11.559046049  -24.589109757
   -1.795195802   -2.932153143   99.714686746  -10.604124666  -25.787452530
   -1.682996064   -2.932153143   98.520450854  -10.662199759  -27.082033058
   -1.570796327   -2.932153143   97.246716034  -12.047339927  -28.292549143
   -1.458596589   -2.932153143   95.734250526  -14.824599507  -29.294072566
   -1.346396852   -2.932153143   93.818735732  -18.792773195  -29.937148628
   -1.234197114   -2.932153143   91.400659439  -23.768268172  -30.094405553
   -1.121997376   -2.932153143   88.414279997  -29.009432992  -29.685030079
   -1.009797639   -2.932153143   84.856275558  -34.041735396  -28.660311457
   -0.897597901   -2.932153143   80.793644473  -38.123200738  -27.042058346
   -0.785398163   -2.932153143   76.369636971  -40.569020373  -24.926819938
   -0.673198426   -2.932153143   71.788775290  -40.868024264  -22.340965533
   -0.560998688   -2.932153143   67.298499792  -38.833087484  -19.422067922
   -0.448798951   -2.932153143   63.197138993  -34.250793482  -16.256626267
   -0.336599213   -2.932153143   59.753100593  -27.202345738  -12.873829023
   -0.224399475   -2.932153143   57.218096378  -17.950369732   -9.383231318
   -0.112199738   -2.932153143   55.788648544   -7.025495357   -5.888297440
    0.000000000   -2.932153143   55.629925257    4.718276110   -2.406769589
    0.112199738   -2.932153143   56.783470869   16.463990955    0.976748358
    0.224399475   -2.932153143   59.203611719   27.131774904    4.229464727
    0.336599213   -2.932153143   62.706747785   35.719124620    7.252657651
    0.448798951   -2.932153143   67.017180886   41.224179471    9.960051621
    0.560998688   -2.932153143   71.748799225   42.921598563   12.313181443
    0.673198426   -2.932153143   76.433647345   40.463351171   14.172036299
    0.785398163   -2.932153143   80.619905297   33.842351209   15.470509339
    0.897597901   -2.932153143   83.858809595   23.622005194   16.178221259
    1.009797639   -2.932153143   85.787977743   10.833241434   16.246791323
    1.121997376   -2.932153143   86.205197047   -3.325241625   15.757243753
    1.234197114   -2.932153143   85.038850487  -17.273439170   14.762096551
    1.346396852   -2.932153143   82.411148099  -29.420605789   13.381558364
    1.458596589   -2.932153143   78.574265379  -38.521579854   11.706971290
    1.570796327   -2.932153143   73.956307005  -43.511317133    9.876353138
    1.682996064   -2.932153143   69.020532111  -43.934159822    7.956574812
    1.795195802   -2.932153143   64.293100330  -39.793564040    6.017260871
    1.907395540   -2.932153143   60.273319946  -31.488895940    4.076559153
    2.019595277   -2.932153143   57.375394786  -19.811822817    2.169000569
    2.131795015   -2.932153143   55.935937064   -5.861042161    0.203461166
    2.243994753   -2.932153143   56.116375200    9.108818749   -1.795019520
    2.356194490   -2.932153143   57.966423631   23.730430395   -3.919947381
    2.468394228   -2.932153143   61.376803990   36.767658477   -6.082956271
    2.580593965   -2.932153143   66.114528240   47.307159120   -8.293792364
    2.692793703   -2.932153143   71.856041450   54.582449342  -10.537200629
    2.804993441   -2.932153143   78.200781365   58.036047669  -12.731110527
    2.917193178   -2.932153143   84.711558619   57.566630419  -14.793023235
    3.029392916   -2.932153143   90.981463733   53.469877440  -16.653601769

   -3.141592654   -2.722713633   91.788406015   43.694482162  -21.292717788
   -3.029392916   -2.722713633   96.227518996   34.979881538  -22.515575841
   -2.917193178   -2.722713633   99.619225000   25.065611764  -23.384407089
   -2.804993441   -2.722713633  101.901085671   14.930936603  -23.896812426
   -2.692793703   -2.722713633  103.076223939    5.524050093  -24.104833851
   -2.580593965   -2.722713633  103.286750294   -2.367171493  -24.105981024
   -2.468394228   -2.722713633  102.706752601   -8.384241914  -24.001647005
   -2.356194490   -2.722713633  101.564406015  -12.293950014  -23.905164045
   -2.243994753   -2.722713633  100.086569320  -14.274910233  -23.945000287
   -2.131795015   -2.722713633   98.486486511  -14.663611069  -24.167678844
   -2.019595277   -2.722713633   96.886551922  -14.121407561  -24.649404223
   -1.907395540   -2.722713633   95.356325133  -13.225656014  -25.348837215
   -1.795195802   -2.722713633   93.908171990  -12.676429278  -26.218379085
   -1.682996064   -2.722713633   92.468129664  -12.856934847  -27.146479251
   -1.570796327   -2.722713633   90.950893218  -14.101621637  -27.995229880
   -1.458596589   -2.722713633   89.216842022  -16.483226754  -28.583640215
   -1.346396852   -2.722713633   87.167994827  -19.851730268  -28.835518356
   -1.234197114   -2.722713633   84.682771246  -23.862585757  -28.610474779
   -1.121997376   -2.722713633   81.752259483  -28.004871741  -27.808686128
   -1.009797639   -2.722713633   78.372280031  -31.744167674  -26.426231371
   -0.897597901   -2.722713633   74.632774988  -34.560653014  -24.455653656
   -0.785398163   -2.722713633   70.671505647  -35.869592463  -21.974501499
   -0.673198426   -2.722713633   66.684548964  -35.131276063  -19.089328231
   -0.560998688   -2.722713633   62.886273192  -32.303632111  -15.932676729
   -0.448798951   -2.722713633   59.563685559  -27.080839639  -12.552243291
   -0.336599213   -2.722713633   56.961273143  -19.579675308   -9.070495104
   -0.224399475   -2.722713633   55.268051584  -10.235906660   -5.535611778
   -0.112199738   -2.722713633   54.695821960    0.448487587   -2.101556579
    0.000000000   -2.722713633   55.344494063   11.886913657    1.213859389
    0.112199738   -2.722713633   57.266980147   23.035388424    4.411439115
    0.224399475   -2.722713633   60.402887095   32.896553852    7.344265421
    0.336599213   -2.722713633   64.513231272   40.595152318   10.005046587
    0.448798951   -2.722713633   69.306187105   45.144213493   12.328910201
    0.560998688   -2.722713633   74.410846497   45.778072130   14.280097077
