#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  32
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  17
#! SET periodic_psi true
   -3.141592654   -3.141592654 -113.152547511  -54.328885088   13.138610680
   -2.945243113   -3.141592654 -121.920458796  -34.324358703   15.932160448
   -2.748893572   -3.141592654 -126.495882380  -12.662397185   18.055198372
   -2.552544031   -3.141592654 -127.154599862    4.765074104   19.609769007
   -2.356194490   -3.141592654 -125.133183975   14.345028329   20.958239035
   -2.159844949   -3.141592654 -122.043834843   15.942298836   22.603751507
   -1.963495408   -3.141592654 -119.188721722   12.691016590   24.944815479
   -1.767145868   -3.141592654 -117.057510202    9.401464358   27.980357293
   -1.570796327   -3.141592654 -115.215751982   10.283361643   31.171377118
   -1.374446786   -3.141592654 -112.621356516   17.054189600   33.593921441
   -1.178097245   -3.141592654 -108.210329085   28.308480726   34.347070967
   -0.981747704   -3.141592654 -101.445826223   40.233816600   32.958786761
   -0.785398163   -3.141592654  -92.641141271   48.327572570   29.561436461
   -0.589048623   -3.141592654  -82.925971922   49.037055959   24.726071138
   -0.392699082   -3.141592654  -73.941681878   40.817391739   19.111974619
   -0.196349541   -3.141592654  -67.407257842   24.438496654   13.164269762
    0.000000000   -3.141592654  -64.670005723    2.813929762    7.038781439
    0.196349541   -3.141592654  -66.316561303  -19.283130254    0.771552964
    0.392699082   -3.141592654  -71.873731428  -36.015508672   -5.468510350
    0.589048623   -3.141592654  -79.732483522  -41.986163145  -11.213831483
    0.785398163   -3.141592654  -87.447051596  -34.416737550  -15.757040603
    0.981747704   -3.141592654  -92.441197618  -14.962154323  -18.431666206
    1.178097245   -3.141592654  -92.925318749   10.182687408  -18.938548044
    1.374446786   -3.141592654  -88.620677215   32.356612615  -17.503337403
    1.570796327   -3.141592654  -80.914511154   43.796685175  -14.756244700
    1.767145868   -3.141592654  -72.386494952   40.507166980  -11.403525405
    1.963495408   -3.141592654  -65.920637441   23.322797295   -7.936910348
    2.159844949   -3.141592654  -63.818493622   -2.885676341   -4.516295437
    2.356194490   -3.141592654  -67.183002492  -31.114457155   -1.075994642
    2.552544031   -3.141592654  -75.700198687  -54.271828330    2.485895043
    2.748893572   -3.141592654  -87.800087202  -66.937593258    6.161986093
    2.945243113   -3.141592654 -101.120964662  -66.608326868    9.797100344

   -3.141592654   -2.771993518 -103.215961595  -48.624972617   23.040214496
   -2.945243113   -2.771993518 -111.139391485  -31.458355944   25.501780097
   -2.748893572   -2.771993518 -115.412434623  -12.338825319   26.731387370
   -2.552544031   -2.771993518 -116.176441704    3.599593468   26.976092470
   -2.356194490   -2.771993518 -114.407212336   13.209670655   26.772509678
   -2.159844949   -2.771993518 -111.413770890   16.307125956   26.768918948
   -1.963495408   -2.771993518 -108.267077899   15.337430120   27.461085107
   -1.767145868   -2.771993518 -105.412534940   13.953622840   28.911836533
   -1.570796327   -2.771993518 -102.608892205   15.197613737   30.638945909
   -1.374446786   -2.771993518  -99.191845839   20.161836608   31.772340246
   -1.178097245   -2.771993518  -94.513593575   27.677807659   31.442090970
   -0.981747704   -2.771993518  -88.329318425   34.915183244   29.157073244
   -0.785398163   -2.771993518  -81.015783765   38.615358403   24.996009848
   -0.589048623   -2.771993518  -73.542314726   36.193395379   19.478440195
   -0.392699082   -2.771993518  -67.252950819   26.508374685   13.271683600
   -0.196349541   -2.771993518  -63.544095019   10.207358493    6.907492303
    0.000000000   -2.771993518  -63.495639830  -10.170735154    0.683923286
    0.196349541   -2.771993518  -67.501812537  -30.217444923   -5.216451346
    0.392699082   -2.771993518  -74.954545182  -44.299457387  -10.544780046
    0.589048623   -2.771993518  -84.140054491  -47.143009260  -14.875735645
    0.785398163   -2.771993518  -92.537351651  -36.188450800  -17.684407522
    0.981747704   -2.771993518  -97.557641015  -13.510719310  -18.584191225
    1.178097245   -2.771993518  -97.494478897   14.178137090  -17.552350737
    1.374446786   -2.771993518  -92.238849369   37.889098211  -14.972946965
    1.570796327   -2.771993518  -83.372987821   49.974245018  -11.457446134
    1.767145868   -2.771993518  -73.606225006   46.936662042   -7.536271938
    1.963495408   -2.771993518  -65.842234506   30.185627021   -3.463660747
    2.159844949   -2.771993518  -62.313964050    4.847515598    0.783062018
    2.356194490   -2.771993518  -64.052305580  -22.293688635    5.314534931
    2.552544031   -2.771993518  -70.752298164  -44.701228313   10.117839959
    2.748893572   -2.771993518  -80.969040503  -57.523302197   14.955779770
    2.945243113   -2.771993518  -92.552327886  -58.534639321   19.414101788

   -3.141592654   -2.402394382  -93.068837906  -43.626961332   22.859329543
   -2.945243113   -2.402394382 -100.264549397  -29.053536300   24.765075739
   -2.748893572   -2.402394382 -104.297488598  -12.193301977   25.593550833
   -2.552544031   -2.402394382 -105.182192070    2.422480482   25.576366879
   -2.356194490   -2.402394382 -103.672087811   11.958847039   25.116040466
   -2.159844949   -2.402394382 -100.837419717   16.081314210   24.642351961
   -1.963495408   -2.402394382  -97.592066673   16.561919792   24.444796740
   -1.767145868   -2.402394382  -94.393139424   16.060324984   24.512230209
   -1.570796327   -2.402394382  -91.202865705   16.742132971   24.493527017
   -1.374446786   -2.402394382  -87.684311328   19.386574117   23.826243185
   -1.178097245   -2.402394382  -83.502244227   23.262377046   22.000047851
   -0.981747704   -2.402394382  -78.578922355   26.545780398   18.781344680
   -0.785398163   -2.402394382  -73.241782135   27.074128613   14.324019552
   -0.589048623   -2.402394382  -68.227241184   22.985175445    9.060960570
   -0.392699082   -2.402394382  -64.561035911   13.270188775    3.511378460
   -0.196349541   -2.402394382  -63.347022931   -1.789061722   -1.906684901
    0.000000000   -2.402394382  -65.469108245  -20.193182111   -6.942936727
    0.196349541   -2.402394382  -71.222671184  -37.957945885  -11.430632239
    0.392699082   -2.402394382  -79.957948553  -49.594468100  -15.176016164
    0.589048623   -2.402394382  -89.928856434  -49.808698468  -17.887013854
    0.785398163   -2.402394382  -98.579148178  -36.076458937  -19.226865652
    0.981747704   -2.402394382 -103.311521763  -10.725400511  -18.977310788
    1.178097245   -2.402394382 -102.477814488   19.146424820  -17.183801009
    1.374446786   -2.402394382  -96.095542149   44.272218133  -14.168930431
    1.570796327   -2.402394382  -85.898469263   57.061952300  -10.404532206
    1.767145868   -2.402394382  -74.703405651   54.373153989   -6.289626368
    1.963495408   -2.402394382  -65.443186170   38.018851777   -2.025421642
    2.159844949   -2.402394382  -60.319542103   13.289966686    2.372451853
    2.356194490   -2.402394382  -60.334168042  -13.212658881    6.926239572
    2.552544031   -2.402394382  -65.215154145  -35.367934236   11.545943771
    2.748893572   -2.402394382  -73.635985900  -48.729488197   15.976634729
    2.945243113   -2.402394382  -83.623456877  -51.243382807   19.861225322

   -3.141592654   -2.032795246  -87.995765966  -40.270866329   15.934149189
   -2.945243113   -2.032795246  -94.623316666  -26.629605861   17.327746999
   -2.748893572   -2.032795246  -98.271163927  -10.691346593   18.025725054
   -2.552544031   -2.032795246  -98.943377029    3.110016715   18.061923699
   -2.356194490   -2.032795246  -97.365642265   11.983853343   17.533177239
   -2.159844949   -2.032795246  -94.582129259   15.536498659   16.564989913
   -1.963495408   -2.032795246  -91.507992621   15.315243533   15.274028242
   -1.767145868   -2.032795246  -88.656711860   13.671137210   13.707285000
   -1.570796327   -2.032795246  -86.098669418   12.591095197   11.816898863
   -1.374446786   -2.032795246  -83.609746079   13.022297207    9.490974687
   -1.178097245   -2.032795246  -80.892891566   14.780230648    6.647206885
   -0.981747704   -2.032795246  -77.782954925   16.757755759    3.301786199
   -0.785398163   -2.032795246  -74.390549532   17.292555465   -0.379121864
   -0.589048623   -2.032795246  -71.185091303   14.537395055   -4.142798099
   -0.392699082   -2.032795246  -68.974596120    6.983151768   -7.724194676
   -0.196349541   -2.032795246  -68.771386225   -5.837768228  -10.945770300
    0.000000000   -2.032795246  -71.506764781  -22.493906484  -13.739868854
    0.196349541   -2.032795246  -77.595940530  -39.170695395  -16.084028321
    0.392699082   -2.032795246  -86.498962611  -50.121518355  -17.918535765
    0.589048623   -2.032795246  -96.507967396  -49.623249385  -19.079167870
    0.785398163   -2.032795246 -105.026770477  -34.852944504  -19.324108970
